lr,n,test_acc,test_sd,prev_only,prev_sd,radial_excess,weight_norm
0.003,2,0.8674875423312187,0.00026516900474874675,0.2624230553751644,0.003665639661047086,11.368988992798629,44.86044397354126
0.01,2,0.9192000478506088,0.00021213773260991432,0.2244544909738847,0.0016887561397859112,11.997036172974411,45.09255657196045
0.025,2,0.9454125493764878,0.001361183048877583,0.23060174521154123,0.0007372820823948572,13.147513486969771,45.740532016754145
0.05,2,0.9565125480294228,0.00022981201353286355,0.2375469320075354,0.0017002313031338583,15.08234415255815,47.24429330825806
0.1,2,0.9579125449061394,0.0004772940933039979,0.2067639311683928,0.003411893513090381,18.136937429535692,50.57651796340942
