arm,n,test_acc,test_sd,prev_only,prev_sd,weight_norm,radius
ewc_10000,3,0.9556127866109212,0.010252279140427374,0.12999927233007233,0.050851143160065844,22.63956108093262,23.63766581217448
ewc_1000,3,0.9586935997009277,0.008816730860151504,0.06397441586967842,0.040440911601940806,22.640105056762696,23.673533630371093
ewc_100,3,0.9595022042592367,0.008827415290455633,0.051318015904042925,0.03469893849125028,22.64025675455729,23.680721028645834
ewc_10,3,0.9596346735954285,0.009002588451608432,0.0501291139751427,0.03410774076350797,22.640268707275393,23.68042068481445
