opt,lam,seed_mean,seed_std,seed_count,test_acc_mean,test_acc_std,test_acc_count,prev_tasks_acc_mean,prev_tasks_acc_std,prev_tasks_acc_count
adam,0.0,3.0,1.5811388300841898,5,0.9553300440311432,0.001255166813955246,5,0.19617481869096173,0.018614492202152496,5
adam,0.03,3.0,1.5811388300841898,5,0.9590900468826294,0.000591239379919473,5,0.12022551106328361,0.000699003523454896,5
adamw,0.0,3.0,1.5811388300841898,5,0.9553300440311432,0.001255166813955246,5,0.19617481869096173,0.018614492202152496,5
adamw,0.03,3.0,1.5811388300841898,5,0.9590900468826294,0.000591239379919473,5,0.12022551106328361,0.000699003523454896,5
