lam,drift_rel,drift_rel,drift_rad,drift_rad,drift_tan,drift_tan,prev_tasks_acc,prev_tasks_acc
,mean,std,mean,std,mean,std,mean,std
0.0,0.06136074047535658,,0.0023894289566669612,,0.0613134628161788,,0.20972558953097425,
0.01,0.0671659704297781,0.000543758050387012,0.0035234609560575334,4.559278041887667e-05,0.06707150302827358,0.0005439911550244418,0.3393992560500454,0.0055174324142234265
0.03,0.07811687365174293,0.00021488859378290337,0.0046233549869308865,0.00011229675938105131,0.07797648335496585,0.00021756892396219868,0.334161124527997,0.003552091580592067
0.1,0.09270716179162264,9.661664527296783e-05,0.005593464698176832,5.06129814602314e-05,0.09253511037677525,9.916705644348625e-05,0.3274552945239759,0.002660779504272471
0.3,0.10495292451232671,0.0007764584826438433,0.007197180285584181,1.5236991235386668e-05,0.10469797905534506,0.0007775184758838933,0.31293094105982344,0.005625635555365545
1.0,0.11196016756196818,0.0014238799459737165,0.010221777522626022,0.00028099365595153967,0.11146910525858401,0.0014206972395481609,0.29841706713392496,0.000802185539320268
10.0,0.11455292366445065,0.0007960865752249343,0.01196071783779189,0.0004302861838822568,0.11390884201973676,0.0008122555190358011,0.2956880068072428,0.0016901083515515401
inf,0.06852687947452069,0.0005816316036581563,0.002468572903890163,4.354157447653986e-05,0.06848233878612518,0.0005804769467553377,0.21162433476879833,0.002971406226103677
