run_id,task,epoch,step,test_acc
B2_ep_1_seed1,0,0,0,0.13250000774860382
B2_ep_1_seed1,0,0,25,0.2600000202655792
B2_ep_1_seed1,0,0,50,0.39100003242492676
B2_ep_1_seed1,0,0,75,0.5139999985694885
B2_ep_1_seed1,0,0,100,0.6000000238418579
B2_ep_1_seed1,0,0,125,0.6630000472068787
B2_ep_1_seed1,0,0,150,0.6945000290870667
B2_ep_1_seed1,0,0,175,0.7365000247955322
B2_ep_1_seed1,0,0,200,0.7560000419616699
B2_ep_1_seed1,0,0,225,0.7825000286102295
B2_ep_1_seed1,1,0,0,0.13050000369548798
B2_ep_1_seed1,1,0,25,0.2865000069141388
B2_ep_1_seed1,1,0,50,0.41350001096725464
B2_ep_1_seed1,1,0,75,0.531000018119812
B2_ep_1_seed1,1,0,100,0.6190000176429749
B2_ep_1_seed1,1,0,125,0.6760000586509705
B2_ep_1_seed1,1,0,150,0.7075000405311584
B2_ep_1_seed1,1,0,175,0.7345000505447388
B2_ep_1_seed1,1,0,200,0.7580000162124634
B2_ep_1_seed1,1,0,225,0.7750000357627869
B2_ep_1_seed1,2,0,0,0.11050000786781311
B2_ep_1_seed1,2,0,25,0.22200001776218414
B2_ep_1_seed1,2,0,50,0.3830000162124634
B2_ep_1_seed1,2,0,75,0.515500009059906
B2_ep_1_seed1,2,0,100,0.6015000343322754
B2_ep_1_seed1,2,0,125,0.6685000061988831
B2_ep_1_seed1,2,0,150,0.7055000066757202
B2_ep_1_seed1,2,0,175,0.7400000095367432
B2_ep_1_seed1,2,0,200,0.7690000534057617
B2_ep_1_seed1,2,0,225,0.7885000109672546
B2_ep_1_seed1,47,0,0,0.14800000190734863
B2_ep_1_seed1,47,0,25,0.30000001192092896
B2_ep_1_seed1,47,0,50,0.4245000183582306
B2_ep_1_seed1,47,0,75,0.5360000133514404
B2_ep_1_seed1,47,0,100,0.612500011920929
B2_ep_1_seed1,47,0,125,0.6690000295639038
B2_ep_1_seed1,47,0,150,0.7120000123977661
B2_ep_1_seed1,47,0,175,0.7430000305175781
B2_ep_1_seed1,47,0,200,0.7645000219345093
B2_ep_1_seed1,47,0,225,0.7725000381469727
B2_ep_1_seed1,48,0,0,0.08750000596046448
B2_ep_1_seed1,48,0,25,0.1835000067949295
B2_ep_1_seed1,48,0,50,0.3085000216960907
B2_ep_1_seed1,48,0,75,0.4480000138282776
B2_ep_1_seed1,48,0,100,0.5370000004768372
B2_ep_1_seed1,48,0,125,0.6220000386238098
B2_ep_1_seed1,48,0,150,0.6730000376701355
B2_ep_1_seed1,48,0,175,0.7055000066757202
B2_ep_1_seed1,48,0,200,0.737500011920929
B2_ep_1_seed1,48,0,225,0.752500057220459
B2_ep_1_seed1,49,0,0,0.203000009059906
B2_ep_1_seed1,49,0,25,0.3255000114440918
B2_ep_1_seed1,49,0,50,0.43700000643730164
B2_ep_1_seed1,49,0,75,0.5360000133514404
B2_ep_1_seed1,49,0,100,0.6070000529289246
B2_ep_1_seed1,49,0,125,0.6630000472068787
B2_ep_1_seed1,49,0,150,0.6950000524520874
B2_ep_1_seed1,49,0,175,0.7295000553131104
B2_ep_1_seed1,49,0,200,0.7490000128746033
B2_ep_1_seed1,49,0,225,0.7690000534057617
