arm,n,test_acc,test_sd,prev_only,prev_sd,weight_norm,radius
ewc_10000,3,0.9560588399569193,0.010405960503580855,0.9705374257432089,0.0038151474716216966,22.63956108093262,23.63766581217448
ewc_1000,3,0.9587963104248048,0.008915859064086847,0.9703044912053479,0.004020823518202244,22.640105056762696,23.673533630371093
ewc_100,3,0.959571349620819,0.0088867167219985,0.9688430548542075,0.00398838590547923,22.64025675455729,23.680721028645834
ewc_10,3,0.9597038189570108,0.00906206212921232,0.9683193651338419,0.004496188067810127,22.640268707275393,23.68042068481445
