arm,n,test_acc,test_sd,prev_only,prev_sd,weight_norm,radius
ewc_10000,3,0.970112407207489,0.0013946167884003617,0.7881081665141716,0.009484819540253587,22.642559814453126,24.194399642944337
ewc_1000,3,0.9728390216827393,0.0012933679735259158,0.772977934529384,0.011519714045971536,22.642431131998695,24.162617492675782
ewc_100,3,0.9737404505411784,0.0013649675022145,0.7686608255737357,0.010984611310632279,22.64233627319336,24.145589192708332
ewc_10,3,0.9737406849861144,0.001265556705849557,0.7679106711099545,0.011111987694392866,22.6423152923584,24.142772547403975
