run_id,task,epoch,step,test_acc
R2_B2_ep_1_seed3,0,0,0,0.13100001215934753
R2_B2_ep_1_seed3,0,0,25,0.2775000035762787
R2_B2_ep_1_seed3,0,0,50,0.4425000250339508
R2_B2_ep_1_seed3,0,0,75,0.5480000376701355
R2_B2_ep_1_seed3,0,0,100,0.6235000491142273
R2_B2_ep_1_seed3,0,0,125,0.6735000610351562
R2_B2_ep_1_seed3,0,0,150,0.7100000381469727
R2_B2_ep_1_seed3,0,0,175,0.734000027179718
R2_B2_ep_1_seed3,0,0,200,0.7570000290870667
R2_B2_ep_1_seed3,0,0,225,0.7755000591278076
R2_B2_ep_1_seed3,1,0,0,0.140500009059906
R2_B2_ep_1_seed3,1,0,25,0.2710000276565552
R2_B2_ep_1_seed3,1,0,50,0.4090000092983246
R2_B2_ep_1_seed3,1,0,75,0.5270000100135803
R2_B2_ep_1_seed3,1,0,100,0.6130000352859497
R2_B2_ep_1_seed3,1,0,125,0.6805000305175781
R2_B2_ep_1_seed3,1,0,150,0.7160000205039978
R2_B2_ep_1_seed3,1,0,175,0.7390000224113464
R2_B2_ep_1_seed3,1,0,200,0.7620000243186951
R2_B2_ep_1_seed3,1,0,225,0.7765000462532043
R2_B2_ep_1_seed3,2,0,0,0.12000000476837158
R2_B2_ep_1_seed3,2,0,25,0.29350000619888306
R2_B2_ep_1_seed3,2,0,50,0.4310000240802765
R2_B2_ep_1_seed3,2,0,75,0.5490000247955322
R2_B2_ep_1_seed3,2,0,100,0.6335000395774841
R2_B2_ep_1_seed3,2,0,125,0.690000057220459
R2_B2_ep_1_seed3,2,0,150,0.7190000414848328
R2_B2_ep_1_seed3,2,0,175,0.7455000281333923
R2_B2_ep_1_seed3,2,0,200,0.76500004529953
R2_B2_ep_1_seed3,2,0,225,0.7735000252723694
R2_B2_ep_1_seed3,47,0,0,0.16500000655651093
R2_B2_ep_1_seed3,47,0,25,0.25699999928474426
R2_B2_ep_1_seed3,47,0,50,0.38700002431869507
R2_B2_ep_1_seed3,47,0,75,0.499500036239624
R2_B2_ep_1_seed3,47,0,100,0.5885000228881836
R2_B2_ep_1_seed3,47,0,125,0.6445000171661377
R2_B2_ep_1_seed3,47,0,150,0.6925000548362732
R2_B2_ep_1_seed3,47,0,175,0.7280000448226929
R2_B2_ep_1_seed3,47,0,200,0.7480000257492065
R2_B2_ep_1_seed3,47,0,225,0.7670000195503235
R2_B2_ep_1_seed3,48,0,0,0.10400000214576721
R2_B2_ep_1_seed3,48,0,25,0.23250001668930054
R2_B2_ep_1_seed3,48,0,50,0.3530000150203705
R2_B2_ep_1_seed3,48,0,75,0.4790000319480896
R2_B2_ep_1_seed3,48,0,100,0.5764999985694885
R2_B2_ep_1_seed3,48,0,125,0.6510000228881836
R2_B2_ep_1_seed3,48,0,150,0.7015000581741333
R2_B2_ep_1_seed3,48,0,175,0.7385000586509705
R2_B2_ep_1_seed3,48,0,200,0.7610000371932983
R2_B2_ep_1_seed3,48,0,225,0.7760000228881836
R2_B2_ep_1_seed3,49,0,0,0.09800000488758087
R2_B2_ep_1_seed3,49,0,25,0.20650000870227814
R2_B2_ep_1_seed3,49,0,50,0.3140000104904175
R2_B2_ep_1_seed3,49,0,75,0.4205000102519989
R2_B2_ep_1_seed3,49,0,100,0.5180000066757202
R2_B2_ep_1_seed3,49,0,125,0.593500018119812
R2_B2_ep_1_seed3,49,0,150,0.6475000381469727
R2_B2_ep_1_seed3,49,0,175,0.6925000548362732
R2_B2_ep_1_seed3,49,0,200,0.7230000495910645
R2_B2_ep_1_seed3,49,0,225,0.7515000104904175
